erp_sale_id,erp_vehicle_id,sale_date,sale_price,original_cost,sale_channel,buyer_type,days_on_market,profit_margin,dealer_discount,sales_person,finance_option,erp_last_updated
ERP_SAL003095,ERP_VH003095,2022-11-23,541743,640362,Dealer Network,Fleet Buyer,76,-0.154,0.02,Patricia Crane,Cash,2024-07-27 13:58
ERP_SAL003096,ERP_VH003096,2025-04-27,828905,732782,Dealer Network,Fleet Buyer,12,0.131,0.07,Nicholas Franklin,Cash,2025-04-17 16:34
ERP_SAL003097,ERP_VH003097,2023-04-04,537839,540184,Dealer Network,Fleet Buyer,30,-0.004,0.06,Stacey Hamilton,Bank Finance,2025-06-10 04:09
ERP_SAL003098,ERP_VH003098,2024-01-09,707886,591399,Retail Showroom,Private,80,0.197,0.06,Nathan Mcdonald,Cash,2024-09-17 18:41
ERP_SAL003099,ERP_VH003099,2023-08-26,260728,264389,Online Auction,Private,58,-0.014,0.08,Timothy Alexander,In-House Finance,2024-09-09 14:06
ERP_SAL003100,ERP_VH003100,2024-07-26,496558,517649,Retail Showroom,Private,45,-0.041,0.09,Anthony Kane,Bank Finance,2024-08-25 02:24
ERP_SAL003101,ERP_VH003101,2024-09-21,367630,382502,Online Auction,Private,25,-0.039,0.0,Christopher Schultz,Bank Finance,2024-08-16 11:13
ERP_SAL003102,ERP_VH003102,2025-03-14,357746,303343,Dealer Network,Private,77,0.179,0.02,Michael Mccullough,Cash,2025-06-19 14:52
ERP_SAL003103,ERP_VH003103,2023-09-25,250817,287029,Retail Showroom,Fleet Buyer,10,-0.126,0.04,Brandon Padilla,Bank Finance,2025-04-26 19:33
ERP_SAL003104,ERP_VH003104,2023-12-17,211976,248661,Online Auction,Fleet Buyer,90,-0.148,0.06,Timothy Newton,In-House Finance,2025-04-06 16:17
ERP_SAL003105,ERP_VH003105,2023-03-30,666829,587695,Dealer Network,Private,73,0.135,0.06,Caleb Boone,Bank Finance,2024-09-02 09:38
ERP_SAL003106,ERP_VH003106,2024-04-12,583365,685710,Dealer Network,Fleet Buyer,87,-0.149,0.09,Christine Harvey,Cash,2024-07-29 16:34
ERP_SAL003107,ERP_VH003107,2024-06-14,320622,318695,Retail Showroom,Private,53,0.006,0.02,Jason Obrien,Bank Finance,2025-01-31 17:19
ERP_SAL003108,ERP_VH003108,2024-10-12,608646,667306,Dealer Network,Private,41,-0.088,0.03,Bruce Wood,Cash,2024-10-27 17:35
ERP_SAL003109,ERP_VH003109,2025-01-11,552721,667851,Dealer Network,Private,63,-0.172,0.05,Debbie Perry,Cash,2025-01-21 09:32
ERP_SAL003110,ERP_VH003110,2024-06-27,618428,550169,Online Auction,Dealer,42,0.124,0.03,Mr. William Tyler,Cash,2025-01-14 19:06
ERP_SAL003111,ERP_VH003111,2024-09-16,643135,637018,Online Auction,Fleet Buyer,73,0.01,0.01,Grant Sanchez,Bank Finance,2024-11-20 11:01
ERP_SAL003112,ERP_VH003112,2025-03-20,446094,402089,Retail Showroom,Fleet Buyer,59,0.109,0.07,Zachary Pena,Bank Finance,2024-11-13 03:17
ERP_SAL003113,ERP_VH003113,2023-10-08,299968,307358,Online Auction,Fleet Buyer,78,-0.024,0.08,Rebecca Santiago,In-House Finance,2024-10-17 02:10
ERP_SAL003114,ERP_VH003114,2024-08-07,465519,439591,Online Auction,Private,72,0.059,0.09,Todd Smith,Cash,2024-10-29 03:17
ERP_SAL003115,ERP_VH003115,2024-08-03,512313,585840,Retail Showroom,Fleet Buyer,53,-0.126,0.07,Tara Pitts,Bank Finance,2024-09-18 21:03
ERP_SAL003116,ERP_VH003116,2024-10-22,675222,565572,Retail Showroom,Private,15,0.194,0.04,Stacey Long,Cash,2024-08-28 13:14
ERP_SAL003117,ERP_VH003117,2024-05-25,902770,781678,Online Auction,Fleet Buyer,43,0.155,0.03,Kelly Pitts,Cash,2024-09-05 07:01
ERP_SAL003118,ERP_VH003118,2025-01-09,488449,503274,Online Auction,Fleet Buyer,63,-0.029,0.06,Laura Brooks,In-House Finance,2024-08-30 19:56
ERP_SAL003119,ERP_VH003119,2023-12-07,438385,546005,Online Auction,Fleet Buyer,85,-0.197,0.02,Angela Mcclain,Bank Finance,2025-01-08 17:34
ERP_SAL003120,ERP_VH003120,2025-05-31,202597,227344,Online Auction,Private,73,-0.109,0.01,James Tucker,Bank Finance,2025-02-26 17:36
ERP_SAL003121,ERP_VH003121,2022-08-05,584685,656819,Dealer Network,Private,47,-0.11,0.07,Jill Orr,Bank Finance,2025-04-04 15:46
ERP_SAL003122,ERP_VH003122,2023-03-13,295562,326469,Dealer Network,Private,42,-0.095,0.08,Robert Smith,In-House Finance,2025-06-02 01:12
ERP_SAL003123,ERP_VH003123,2022-09-18,306901,289015,Dealer Network,Private,70,0.062,0.05,Shane Jacobson,Cash,2024-09-11 10:10
ERP_SAL003124,ERP_VH003124,2025-04-24,509703,454440,Online Auction,Private,35,0.122,0.02,David Flores,Cash,2025-06-25 20:15
ERP_SAL003125,ERP_VH003125,2025-06-19,511323,463512,Retail Showroom,Fleet Buyer,85,0.103,0.07,Robert Keller,Bank Finance,2025-01-27 11:31
ERP_SAL003126,ERP_VH003126,2024-10-12,343304,303289,Dealer Network,Private,65,0.132,0.06,Mr. William Simpson,Bank Finance,2025-03-30 07:21
ERP_SAL003127,ERP_VH003127,2025-06-23,251172,293520,Online Auction,Private,44,-0.144,0.0,Matthew Mays,In-House Finance,2025-03-17 05:04
ERP_SAL003128,ERP_VH003128,2025-05-05,815294,694566,Online Auction,Private,84,0.174,0.08,Robert Navarro,Bank Finance,2025-05-22 14:06
ERP_SAL003129,ERP_VH003129,2025-01-17,365294,422461,Dealer Network,Fleet Buyer,18,-0.135,0.01,Barry Christensen,In-House Finance,2024-12-15 10:33
ERP_SAL003130,ERP_VH003130,2022-09-28,434404,426813,Online Auction,Fleet Buyer,67,0.018,0.03,Christina Underwood,Bank Finance,2025-06-15 23:29
ERP_SAL003131,ERP_VH003131,2022-10-27,271094,312258,Dealer Network,Private,55,-0.132,0.04,Kristie Warren,Cash,2024-08-17 10:25
ERP_SAL003132,ERP_VH003132,2023-11-12,447930,423289,Online Auction,Fleet Buyer,41,0.058,0.05,Cindy Ward,Bank Finance,2025-06-04 12:28
ERP_SAL003133,ERP_VH003133,2022-09-24,182116,199873,Online Auction,Private,10,-0.089,0.09,Justin Bond,Cash,2025-03-23 14:51
ERP_SAL003134,ERP_VH003134,2023-06-21,728142,625089,Dealer Network,Fleet Buyer,34,0.165,0.03,Sarah Harris,Bank Finance,2024-08-10 20:12
ERP_SAL003135,ERP_VH003135,2024-05-02,658909,644923,Retail Showroom,Private,35,0.022,0.09,Debra Wilson,Bank Finance,2025-03-22 01:33
ERP_SAL003136,ERP_VH003136,2024-03-22,714940,773192,Dealer Network,Private,87,-0.075,0.0,Jason Norris,Cash,2025-07-05 10:42
ERP_SAL003137,ERP_VH003137,2025-03-29,254037,269043,Retail Showroom,Private,34,-0.056,0.01,Marissa Kaufman,Bank Finance,2024-08-15 16:58
ERP_SAL003138,ERP_VH003138,2022-09-26,650318,656083,Dealer Network,Private,77,-0.009,0.04,Jacob Wilson,Bank Finance,2024-10-12 13:27
ERP_SAL003139,ERP_VH003139,2024-09-30,144553,170323,Dealer Network,Private,25,-0.151,0.01,Joel Maldonado,Bank Finance,2024-12-14 23:43
ERP_SAL003140,ERP_VH003140,2023-04-28,428861,494184,Dealer Network,Fleet Buyer,14,-0.132,0.04,Ian Howard II,In-House Finance,2024-08-17 07:35
ERP_SAL003141,ERP_VH003141,2024-12-30,380872,452409,Dealer Network,Private,39,-0.158,0.07,Jennifer Griffith,Bank Finance,2024-07-18 01:43
ERP_SAL003142,ERP_VH003142,2024-01-13,392550,442929,Dealer Network,Fleet Buyer,19,-0.114,0.02,Lisa Rivera,In-House Finance,2024-10-24 06:40
ERP_SAL003143,ERP_VH003143,2023-06-25,521239,509384,Dealer Network,Fleet Buyer,26,0.023,0.01,Travis Goodwin,Bank Finance,2025-06-18 05:19
ERP_SAL003144,ERP_VH003144,2025-02-25,783918,718767,Retail Showroom,Fleet Buyer,59,0.091,0.03,Cathy Snyder,Bank Finance,2025-05-14 07:36
ERP_SAL003145,ERP_VH003145,2023-09-14,276160,230298,Dealer Network,Private,89,0.199,0.05,William Carter,Bank Finance,2024-10-06 14:13
ERP_SAL003146,ERP_VH003146,2023-06-16,587753,719311,Retail Showroom,Dealer,10,-0.183,0.0,Sara Robinson,Bank Finance,2025-04-11 13:36
ERP_SAL003147,ERP_VH003147,2024-12-03,342298,343951,Online Auction,Fleet Buyer,10,-0.005,0.01,Kenneth Johnson,In-House Finance,2025-05-13 17:55
ERP_SAL003148,ERP_VH003148,2023-08-05,146288,159341,Retail Showroom,Fleet Buyer,36,-0.082,0.05,Jay Huber,Bank Finance,2024-11-10 14:39
ERP_SAL003149,ERP_VH003149,2024-09-10,568811,672574,Dealer Network,Private,79,-0.154,0.01,Christopher Mendoza,Bank Finance,2024-12-31 08:38
ERP_SAL003150,ERP_VH003150,2024-01-06,916877,797844,Dealer Network,Fleet Buyer,86,0.149,0.07,Ann Medina,In-House Finance,2024-12-17 18:38
ERP_SAL003151,ERP_VH003151,2023-05-05,647972,576955,Online Auction,Fleet Buyer,27,0.123,0.08,Jason Knight,Cash,2025-01-18 05:13
ERP_SAL003152,ERP_VH003152,2024-06-01,874676,790219,Retail Showroom,Private,39,0.107,0.01,Deanna Walker,Bank Finance,2024-07-14 05:06
ERP_SAL003153,ERP_VH003153,2023-06-17,707080,621746,Online Auction,Private,71,0.137,0.0,Bethany Williams,Bank Finance,2024-08-14 06:12
ERP_SAL003154,ERP_VH003154,2022-11-18,699905,624139,Online Auction,Private,84,0.121,0.09,Andrea Hill,Bank Finance,2024-12-30 17:06
ERP_SAL003155,ERP_VH003155,2024-07-11,558660,590269,Online Auction,Private,64,-0.054,0.04,Antonio Lambert,In-House Finance,2024-12-19 00:26
ERP_SAL003156,ERP_VH003156,2025-06-26,321761,346243,Online Auction,Private,20,-0.071,0.06,Alexandria Hicks,Cash,2025-05-08 23:27
ERP_SAL003157,ERP_VH003157,2022-09-12,292564,300570,Dealer Network,Fleet Buyer,70,-0.027,0.01,Sandra Martin,Bank Finance,2024-09-25 06:59
ERP_SAL003158,ERP_VH003158,2025-02-11,400954,358667,Dealer Network,Private,25,0.118,0.02,Kristen Ramirez,Cash,2024-11-23 14:48
ERP_SAL003159,ERP_VH003159,2024-06-13,262520,253614,Online Auction,Dealer,26,0.035,0.02,Melissa Martinez,Bank Finance,2025-05-15 04:37
ERP_SAL003160,ERP_VH003160,2023-02-26,344677,366416,Online Auction,Private,79,-0.059,0.04,Madison Meza,Bank Finance,2025-05-04 08:23
ERP_SAL003161,ERP_VH003161,2022-08-22,640589,618931,Online Auction,Private,22,0.035,0.1,Jennifer Nguyen,Bank Finance,2024-08-23 00:44
ERP_SAL003162,ERP_VH003162,2024-08-25,840894,703817,Online Auction,Private,32,0.195,0.01,Cynthia Murray,Bank Finance,2025-02-12 02:02
ERP_SAL003163,ERP_VH003163,2023-02-09,273360,270146,Dealer Network,Private,8,0.012,0.01,Casey Burns,Bank Finance,2024-09-26 03:35
ERP_SAL003164,ERP_VH003164,2024-10-12,524210,474773,Dealer Network,Private,61,0.104,0.03,Anne Fischer,Cash,2024-08-01 22:22
ERP_SAL003165,ERP_VH003165,2024-09-12,413277,359517,Dealer Network,Fleet Buyer,39,0.15,0.01,Michelle Wright,In-House Finance,2025-04-16 19:29
ERP_SAL003166,ERP_VH003166,2023-04-01,262192,268296,Retail Showroom,Private,62,-0.023,0.03,Bruce Schultz,Cash,2025-04-11 17:02
ERP_SAL003167,ERP_VH003167,2024-04-27,540277,528519,Dealer Network,Dealer,67,0.022,0.02,Elizabeth Hill,Cash,2025-04-19 07:05
ERP_SAL003168,ERP_VH003168,2023-01-27,406131,425657,Dealer Network,Private,53,-0.046,0.05,Lisa Sanders,In-House Finance,2025-04-21 18:54
ERP_SAL003169,ERP_VH003169,2023-07-30,172654,170253,Online Auction,Fleet Buyer,17,0.014,0.08,Casey Robles,Bank Finance,2024-12-29 01:20
ERP_SAL003170,ERP_VH003170,2025-03-19,366281,313415,Dealer Network,Private,13,0.169,0.09,Ryan Beasley,In-House Finance,2024-11-22 06:47
ERP_SAL003171,ERP_VH003171,2022-11-05,628778,779594,Dealer Network,Fleet Buyer,7,-0.193,0.08,Kevin Weaver,Bank Finance,2025-06-30 08:33
ERP_SAL003172,ERP_VH003172,2025-02-05,216806,250669,Online Auction,Fleet Buyer,76,-0.135,0.04,Jamie Gomez,Bank Finance,2024-08-31 12:33
ERP_SAL003173,ERP_VH003173,2025-06-02,425890,356714,Dealer Network,Dealer,32,0.194,0.01,Robert Wiley,Bank Finance,2024-12-16 00:39
ERP_SAL003174,ERP_VH003174,2022-11-30,536204,515780,Online Auction,Fleet Buyer,41,0.04,0.05,Toni Weaver DDS,Bank Finance,2024-07-21 19:30
ERP_SAL003175,ERP_VH003175,2023-10-29,535851,639568,Online Auction,Fleet Buyer,36,-0.162,0.02,Amber Adkins,In-House Finance,2024-10-31 16:08
ERP_SAL003176,ERP_VH003176,2022-11-10,325722,362489,Online Auction,Fleet Buyer,15,-0.101,0.1,Samantha Whitney,Cash,2024-11-04 23:12
ERP_SAL003177,ERP_VH003177,2022-09-06,670815,706311,Dealer Network,Private,20,-0.05,0.05,Monica Green,Cash,2024-11-28 07:47
ERP_SAL003178,ERP_VH003178,2024-10-02,181816,189708,Retail Showroom,Private,51,-0.042,0.08,Cameron Miller,In-House Finance,2024-07-11 21:30
ERP_SAL003179,ERP_VH003179,2024-09-30,228323,211962,Online Auction,Fleet Buyer,38,0.077,0.05,Kenneth Ramos,Cash,2025-01-21 09:42
ERP_SAL003180,ERP_VH003180,2023-12-08,695750,585052,Dealer Network,Fleet Buyer,24,0.189,0.03,Cassie Sanders,Bank Finance,2024-11-25 11:39
ERP_SAL003181,ERP_VH003181,2024-04-18,435023,389350,Online Auction,Dealer,17,0.117,0.08,James Cain,Cash,2025-06-26 18:16
ERP_SAL003182,ERP_VH003182,2023-09-03,830317,749975,Retail Showroom,Fleet Buyer,19,0.107,0.02,Elizabeth Marquez,In-House Finance,2024-12-01 22:15
ERP_SAL003183,ERP_VH003183,2024-07-06,145144,175613,Dealer Network,Fleet Buyer,22,-0.174,0.02,Shane Serrano,Cash,2025-03-18 07:29
ERP_SAL003184,ERP_VH003184,2025-06-23,709812,632852,Dealer Network,Private,30,0.122,0.09,Hannah Evans,Bank Finance,2025-02-08 03:07
ERP_SAL003185,ERP_VH003185,2023-07-10,363592,379071,Dealer Network,Fleet Buyer,72,-0.041,0.06,Mason Russo,In-House Finance,2024-11-06 08:15
ERP_SAL003186,ERP_VH003186,2025-03-12,580707,638017,Retail Showroom,Private,31,-0.09,0.08,Michael Cortez,Cash,2025-06-14 23:22
ERP_SAL003187,ERP_VH003187,2023-03-05,771179,737184,Dealer Network,Private,80,0.046,0.06,Jennifer Mcintyre,Bank Finance,2024-10-16 03:13
ERP_SAL003188,ERP_VH003188,2023-04-19,689421,672298,Dealer Network,Fleet Buyer,56,0.025,0.08,Kathleen Hudson,In-House Finance,2024-12-03 05:03
ERP_SAL003189,ERP_VH003189,2025-04-13,800034,739152,Dealer Network,Private,85,0.082,0.0,William Faulkner,Bank Finance,2025-06-27 22:33
ERP_SAL003190,ERP_VH003190,2025-04-20,441601,484341,Dealer Network,Fleet Buyer,88,-0.088,0.03,Katherine Crawford,Bank Finance,2024-07-27 10:05
ERP_SAL003191,ERP_VH003191,2024-04-28,657064,553232,Retail Showroom,Fleet Buyer,63,0.188,0.02,Karen Stewart,Bank Finance,2024-08-31 15:34
ERP_SAL003192,ERP_VH003192,2024-01-14,250441,219642,Dealer Network,Private,46,0.14,0.02,Tara Herrera,Cash,2025-05-04 12:28
ERP_SAL003193,ERP_VH003193,2023-09-17,575473,698167,Dealer Network,Private,82,-0.176,0.07,Brittney Ellison,Bank Finance,2024-07-24 11:58
ERP_SAL003194,ERP_VH003194,2024-06-26,291835,277320,Dealer Network,Private,24,0.052,0.01,Tiffany English,Bank Finance,2025-05-19 09:03
ERP_SAL003195,ERP_VH003195,2023-06-22,280560,339009,Online Auction,Private,84,-0.172,0.09,Joseph Walker,Bank Finance,2024-10-08 07:40
ERP_SAL003196,ERP_VH003196,2023-07-02,767370,707309,Dealer Network,Private,12,0.085,0.01,Jordan Garcia,Bank Finance,2024-11-27 14:48
ERP_SAL003197,ERP_VH003197,2023-05-25,551955,530736,Online Auction,Private,30,0.04,0.08,Amber Sanchez,Bank Finance,2025-07-05 00:55
ERP_SAL003198,ERP_VH003198,2023-11-22,753127,757712,Online Auction,Private,32,-0.006,0.05,Joshua Peterson,Bank Finance,2024-08-26 15:06
ERP_SAL003199,ERP_VH003199,2023-10-29,468242,455903,Online Auction,Fleet Buyer,14,0.027,0.06,Kari Mitchell,Bank Finance,2025-04-27 16:35
ERP_SAL003200,ERP_VH003200,2023-10-02,601385,740293,Retail Showroom,Private,85,-0.188,0.06,Linda Newton,In-House Finance,2025-04-12 18:38
ERP_SAL003201,ERP_VH003201,2024-06-12,483055,525667,Dealer Network,Dealer,32,-0.081,0.08,Martin May,Cash,2025-01-31 07:13
ERP_SAL003202,ERP_VH003202,2023-04-18,665554,728200,Dealer Network,Fleet Buyer,21,-0.086,0.01,Anthony Frey,Bank Finance,2025-06-29 17:47
ERP_SAL003203,ERP_VH003203,2024-10-13,517158,454496,Dealer Network,Private,43,0.138,0.07,Steven Whitehead,Bank Finance,2024-09-12 00:15
ERP_SAL003204,ERP_VH003204,2024-01-03,534418,535071,Retail Showroom,Fleet Buyer,67,-0.001,0.09,Troy Murphy,Bank Finance,2025-05-26 14:32
ERP_SAL003205,ERP_VH003205,2024-09-25,388769,365180,Online Auction,Private,58,0.065,0.09,Dawn Mcdonald,Bank Finance,2024-11-13 05:08
ERP_SAL003206,ERP_VH003206,2024-08-12,261354,238291,Retail Showroom,Private,42,0.097,0.05,Jim Glover,Bank Finance,2025-06-30 13:04
ERP_SAL003207,ERP_VH003207,2023-09-19,570448,495121,Dealer Network,Private,16,0.152,0.05,Andrew Davis,Cash,2024-12-03 09:05
ERP_SAL003208,ERP_VH003208,2025-02-23,449631,490773,Online Auction,Private,18,-0.084,0.01,Daniel Morales,In-House Finance,2025-01-31 06:20
ERP_SAL003209,ERP_VH003209,2023-01-16,282636,350702,Retail Showroom,Fleet Buyer,12,-0.194,0.06,Andrea Morris,Bank Finance,2025-05-31 12:17
ERP_SAL003210,ERP_VH003210,2025-04-11,796582,678197,Retail Showroom,Private,27,0.175,0.01,Cheryl Campbell,Bank Finance,2025-04-06 13:02
ERP_SAL003211,ERP_VH003211,2024-09-17,383445,407988,Dealer Network,Private,8,-0.06,0.07,Jacob Cruz,Cash,2024-11-18 16:56
ERP_SAL003212,ERP_VH003212,2023-05-02,475458,513112,Retail Showroom,Private,66,-0.073,0.04,Amanda Hughes,Bank Finance,2024-11-25 19:18
ERP_SAL003213,ERP_VH003213,2024-09-20,668791,794803,Online Auction,Private,19,-0.159,0.08,George Lopez,Cash,2025-05-23 20:45
ERP_SAL003214,ERP_VH003214,2023-12-04,449227,477820,Online Auction,Fleet Buyer,9,-0.06,0.1,Daniel Estrada,Bank Finance,2025-01-17 01:31
ERP_SAL003215,ERP_VH003215,2025-03-14,720915,692538,Retail Showroom,Private,20,0.041,0.0,Stephanie Johnson,Cash,2025-05-09 03:01
ERP_SAL003216,ERP_VH003216,2025-02-16,453545,554186,Online Auction,Private,12,-0.182,0.08,Heather Hartman,Cash,2025-03-06 19:48
ERP_SAL003217,ERP_VH003217,2022-09-20,529696,495753,Dealer Network,Fleet Buyer,30,0.068,0.02,Vickie Evans PhD,Bank Finance,2024-10-14 17:37
ERP_SAL003218,ERP_VH003218,2023-10-14,304307,278996,Dealer Network,Fleet Buyer,73,0.091,0.07,Justin Austin,Bank Finance,2024-10-05 23:27
ERP_SAL003219,ERP_VH003219,2022-12-19,566270,507618,Retail Showroom,Private,8,0.116,0.03,Krystal Mitchell,Bank Finance,2024-11-21 18:56
ERP_SAL003220,ERP_VH003220,2022-10-01,369755,336532,Dealer Network,Dealer,68,0.099,0.0,Briana Brown,In-House Finance,2024-12-26 00:34
ERP_SAL003221,ERP_VH003221,2025-06-27,253998,216876,Dealer Network,Fleet Buyer,79,0.171,0.08,Courtney Chen,Cash,2025-06-03 22:51
ERP_SAL003222,ERP_VH003222,2023-12-16,214036,245116,Dealer Network,Dealer,70,-0.127,0.01,Scott Ward,Cash,2024-12-25 21:42
ERP_SAL003223,ERP_VH003223,2024-12-21,410002,461504,Dealer Network,Private,15,-0.112,0.04,Christopher Michael,Bank Finance,2024-10-19 11:26
ERP_SAL003224,ERP_VH003224,2023-01-20,664589,662684,Online Auction,Fleet Buyer,83,0.003,0.09,Samantha Martinez,Bank Finance,2024-10-20 05:24
ERP_SAL003225,ERP_VH003225,2022-09-18,361092,305216,Dealer Network,Private,70,0.183,0.02,Christine Ferguson,Cash,2025-05-24 19:34
ERP_SAL003226,ERP_VH003226,2023-12-25,482316,426378,Dealer Network,Private,85,0.131,0.03,Lindsey Peck,Bank Finance,2024-11-04 20:26
ERP_SAL003227,ERP_VH003227,2023-11-09,526353,595141,Dealer Network,Dealer,13,-0.116,0.01,Kevin Love,Bank Finance,2025-04-06 17:16
ERP_SAL003228,ERP_VH003228,2023-08-17,395260,332911,Online Auction,Fleet Buyer,35,0.187,0.06,Todd Schwartz,Bank Finance,2025-01-31 19:27
ERP_SAL003229,ERP_VH003229,2025-06-19,336330,420061,Dealer Network,Dealer,53,-0.199,0.04,Clinton Davis,Bank Finance,2025-04-27 09:37
ERP_SAL003230,ERP_VH003230,2024-02-28,448539,455718,Retail Showroom,Private,81,-0.016,0.08,Charles Black,Bank Finance,2024-09-12 22:52
ERP_SAL003231,ERP_VH003231,2022-08-24,468606,554903,Online Auction,Dealer,44,-0.156,0.02,Samantha Cooper,Bank Finance,2025-06-10 11:31
ERP_SAL003232,ERP_VH003232,2023-01-23,330453,320312,Retail Showroom,Dealer,72,0.032,0.02,Christopher Torres,In-House Finance,2025-02-26 10:51
ERP_SAL003233,ERP_VH003233,2025-06-12,496505,585556,Online Auction,Fleet Buyer,88,-0.152,0.06,Hannah Hammond,Cash,2024-10-25 21:24
ERP_SAL003234,ERP_VH003234,2024-05-27,188417,216123,Online Auction,Private,14,-0.128,0.01,Wesley Rodriguez,Bank Finance,2024-10-12 00:00
ERP_SAL003235,ERP_VH003235,2024-11-22,392444,471197,Online Auction,Private,21,-0.167,0.05,Alyssa Edwards,In-House Finance,2024-11-16 13:15
ERP_SAL003236,ERP_VH003236,2024-02-12,759322,742855,Retail Showroom,Private,24,0.022,0.06,Chelsea Larson PhD,Bank Finance,2025-03-28 08:07
ERP_SAL003237,ERP_VH003237,2022-09-29,558119,486550,Retail Showroom,Private,56,0.147,0.03,Gerald Gardner,In-House Finance,2024-09-17 09:12
ERP_SAL003238,ERP_VH003238,2024-02-15,622686,669486,Online Auction,Private,23,-0.07,0.07,Mrs. Desiree Wood,Bank Finance,2025-04-07 14:18
ERP_SAL003239,ERP_VH003239,2024-07-18,462815,432297,Dealer Network,Dealer,9,0.071,0.1,Mrs. Jessica Cameron,Bank Finance,2025-02-01 23:25
ERP_SAL003240,ERP_VH003240,2022-07-28,434416,409346,Online Auction,Private,78,0.061,0.0,Daniel Ball,In-House Finance,2024-11-21 09:27
ERP_SAL003241,ERP_VH003241,2022-10-29,491557,540801,Dealer Network,Private,38,-0.091,0.07,Jennifer Walters,Bank Finance,2025-06-19 09:35
ERP_SAL003242,ERP_VH003242,2022-08-16,494032,448298,Online Auction,Private,29,0.102,0.01,Stephen Porter,Cash,2025-01-18 10:05
ERP_SAL003243,ERP_VH003243,2024-10-11,411844,480770,Dealer Network,Private,30,-0.143,0.08,Sharon Duran,Cash,2024-09-06 01:19
ERP_SAL003244,ERP_VH003244,2023-11-01,447755,496878,Online Auction,Private,50,-0.099,0.03,Jennifer Barrera,Cash,2024-12-10 10:17
ERP_SAL003245,ERP_VH003245,2024-03-12,180955,171308,Dealer Network,Private,62,0.056,0.05,Kelly Williamson,Bank Finance,2025-04-24 01:53
ERP_SAL003246,ERP_VH003246,2024-12-06,379452,456409,Retail Showroom,Dealer,84,-0.169,0.01,Melissa Johnson,Bank Finance,2025-03-26 16:04
ERP_SAL003247,ERP_VH003247,2025-01-05,565860,667394,Dealer Network,Private,84,-0.152,0.01,Glenda George,Bank Finance,2024-09-16 09:15
ERP_SAL003248,ERP_VH003248,2023-12-19,551354,643358,Online Auction,Private,7,-0.143,0.06,Anthony Brown,In-House Finance,2024-12-08 14:32
ERP_SAL003249,ERP_VH003249,2023-06-15,601492,508632,Dealer Network,Private,32,0.183,0.04,Tammy Baker,In-House Finance,2024-10-25 17:10
ERP_SAL003250,ERP_VH003250,2024-11-24,649941,764593,Online Auction,Private,56,-0.15,0.07,Lauren Wilson,Cash,2024-07-15 15:59
ERP_SAL003251,ERP_VH003251,2024-03-24,475348,455786,Retail Showroom,Private,63,0.043,0.1,Jerry Mendoza,Bank Finance,2025-07-03 10:37
ERP_SAL003252,ERP_VH003252,2023-07-26,244276,298438,Dealer Network,Fleet Buyer,7,-0.181,0.06,Kevin Smith,Bank Finance,2025-03-20 22:26
ERP_SAL003253,ERP_VH003253,2025-06-22,791537,676621,Dealer Network,Private,87,0.17,0.1,Lisa Smith,Cash,2024-07-07 16:32
ERP_SAL003254,ERP_VH003254,2023-07-07,164900,202579,Retail Showroom,Private,13,-0.186,0.08,Ryan Sanchez,Cash,2024-09-21 05:32
ERP_SAL003255,ERP_VH003255,2023-03-27,241359,299070,Online Auction,Fleet Buyer,51,-0.193,0.01,Edwin Bartlett,Cash,2025-07-02 13:01
ERP_SAL003256,ERP_VH003256,2025-02-11,602940,515041,Retail Showroom,Fleet Buyer,15,0.171,0.03,Andrew Knight,Cash,2024-10-22 10:58
ERP_SAL003257,ERP_VH003257,2022-12-19,681951,646169,Retail Showroom,Private,65,0.055,0.03,Yolanda Brown,Bank Finance,2024-07-15 10:58
ERP_SAL003258,ERP_VH003258,2025-05-20,213884,206955,Dealer Network,Fleet Buyer,45,0.033,0.08,Ronald Burns,Cash,2024-12-21 18:58
ERP_SAL003259,ERP_VH003259,2023-04-14,847620,773451,Dealer Network,Private,23,0.096,0.09,Scott Richard,Bank Finance,2024-11-13 16:10
ERP_SAL003260,ERP_VH003260,2024-12-28,523210,471759,Retail Showroom,Fleet Buyer,56,0.109,0.06,Lauren Deleon,In-House Finance,2025-04-21 21:54
ERP_SAL003261,ERP_VH003261,2025-02-26,732841,772115,Dealer Network,Fleet Buyer,90,-0.051,0.01,Paula Weaver,Cash,2025-06-11 15:43
ERP_SAL003262,ERP_VH003262,2023-09-28,269223,254558,Dealer Network,Private,70,0.058,0.02,Scott Kirk MD,In-House Finance,2025-01-13 00:59
ERP_SAL003263,ERP_VH003263,2025-06-05,364062,395269,Retail Showroom,Fleet Buyer,77,-0.079,0.09,Susan Figueroa,Bank Finance,2024-11-02 13:21
ERP_SAL003264,ERP_VH003264,2024-01-06,691104,755414,Online Auction,Private,18,-0.085,0.1,Brian Barrett,Cash,2024-10-17 14:22
ERP_SAL003265,ERP_VH003265,2023-11-23,399137,481598,Retail Showroom,Private,42,-0.171,0.0,Dr. Tiffany Griffin,In-House Finance,2025-01-12 00:44
ERP_SAL003266,ERP_VH003266,2024-07-14,628160,608232,Retail Showroom,Private,51,0.033,0.07,Jack Lee,In-House Finance,2025-06-21 16:18
ERP_SAL003267,ERP_VH003267,2024-03-14,762203,767446,Dealer Network,Fleet Buyer,37,-0.007,0.09,Donna Briggs,Cash,2025-02-19 23:46
